,Initial text,Corrupted text
261," И в жарких дансингах нелепых, <BR> В трамвае и в дорожных снах, <BR> За карточным столом, в вертепах <BR> И в подозрительных домах "," И в жарких дансингах нелепых, <BR> Чтоб утомить ненужную тревогу. <BR> За карточным столом, в вертепах <BR> И в подозрительных домах "
262," Я рос, и вот уж жар предплечий <BR> Студит объятие орла. <BR> Дни ― далеко, когда предтечей, <BR> Любовь, ты надо мной плыла. ","Ты вот, и мной далеко жар предтечей <BR> Объятие уж предплечий. <BR> Дни― студит, надо орла, <BR> Рос, любовь я плыла когда."
263," Смерть странная была ему дана. <BR> Он вдруг, без всякой видимой причины, <BR> Лишился вкуса, отдыха и сна, <BR> Но никому не сказывал кручины, "," Смерть странная была ему дана. <BR> Он вдруг, без всякой видимой причины, <BR> Лишился вкуса, отдыха и сна, <BR> Чьи корабли вдали на рейде отдыхали, ― "
264," Так страсть не уступает бесстрастью, <BR> так сон вскипает средь бела дня, <BR> так я отступаю перед прежней напастью, <BR> слова сочетая, сближая, родня.","Уступает дня сближая родня вскипает, <BR> сочетая средь так страсть отступаю я, <BR> так бела сон слова напастью бесстрастью, <BR> так не, прежней, перед."
265,"Теперь мы вышли на дорогу, <BR> Дорога просто благодать! <BR> Уж не сказать ли: слава богу; <BR> Труд совершен.  Чего желать? ","Теперь мы вышли на дорогу, <BR> Дорога просто благодать! <BR> Уж не сказать ли: слава богу; "
266," Грустили тонкие березы. <BR> В овраг лез снег, сырой как соль. <BR> Я убеждал себя сквозь слезы, <BR> Что это временная боль, "," Грустили тонкие березы. <BR> Он счастлив ― не убийца и не вор, <BR> Я убеждал себя сквозь слезы, <BR> Что это временная боль, "
267," Вырастешь умной, отважной, большой, - <BR> Родину крепко люби всей душой. <BR> Армии нашей спасибо скажи, <BR> Красное знамя высоко держи. ","Крепко отважной, красное, душой,- <BR> Всей скажи большой высоко держи. <BR> Умной родину вырастешь люби, <BR> Нашей знамя армии спасибо."
268,"Я в сумраке беззвездной ночи <BR> Доволен ласковой судьбой. <BR> Мои благословляю очи, <BR> Любующиеся тобой. ","Мои я благословляю доволен сумраке <BR> Ласковой очи беззвездной. <BR> Ночи любующиеся тобой, <BR> Судьбой в."
269," И о судьбе ее чужой пришлец <BR> Жалеет.  Беззащитно предана <BR> Порыву бурь и зною, наконец <BR> Увянет преждевременно она; <BR> Но с корнем не исторгнет никогда <BR> Мою березу вихрь: она тверда; <BR> Так лишь в разбитом сердце может страсть <BR> Иметь неограниченную власть. "," И о судьбе ее чужой пришлец <BR> Жалеет.  Беззащитно предана <BR> Порыву бурь и зною, наконец <BR> Увянет преждевременно она; <BR> Но с корнем не исторгнет никогда <BR> Мою березу вихрь: она тверда; <BR> Гаснет разум в слепом протесте, <BR> Иметь неограниченную власть. "
270," Детства день, до гроба милый, <BR> Детства сон, что сердцу свят, <BR> Как легко все это было <BR> Взять и вспомнить год назад. ","Сердцу легко, назад что детства, <BR> Взять день, и свят вспомнить, <BR> Год сон было все до <BR> Милый детства как гроба это."
271," Не о земном, ― но о земле моей, <BR> Простых сердец вечернем водопое; <BR> О кротости ― через границы дней, <BR> О нежности ― через границы вдвое… "," Не о земном, ― но о земле моей, <BR> Простых сердец вечернем водопое; <BR> О кротости ― через границы дней, <BR> Уму свирепому она "
272,"  «Любила б я молодца, <BR> Любила б удалова; <BR> Но мне ли, сироточке, <BR> Бескровной и бедненькой, <BR> Ласкаться любовию? ","  «Любила б я молодца, <BR> Любила б удалова; <BR> Но мне ли, сироточке, <BR> Бескровной и бедненькой, "
273," Катись, мой шарик не железный, <BR> и, докатившись, замирай, <BR> звездой Ивановной и бездной, <BR> как и они тобой, играй."," Катись, мой шарик не железный, <BR> и, докатившись, замирай, <BR> как и они тобой, играй."
274,"Велги бедный скоморох, <BR> Горстка пепла, <BR> Рыщет, ищет вдоль дорог <BR> Души-дупла: <BR> В кабаке под гам и крик <BR> С бранью райкой, <BR> В сердце праздное проник, <BR> Вьется струйкой; <BR> Льется, в дьявольской алчбе, <BR> С током крови, <BR> Плоть горячую себе <BR> Холит внове. ","Скоморох райкой горстка, <BR> Плоть с, <BR> Души, крови вдоль и <BR> С- в: <BR> Горячую праздное холит под кабаке сердце <BR> В гам льется, <BR> Крик ищет алчбе дьявольской, <BR> В себе; <BR> Рыщет, внове бранью велги, <BR> Током струйкой дорог, <BR> Бедный дупла вьется <BR> Проник пепла."
275," … Только эти дома, <BR> только эти дворцы, <BR> где на крышах с ума <BR> посходили слепцы. ","… Дворцы эти посходили, <BR> на дома с, <BR> слепцы только где только эти <BR> крышах ума."
276," Что было просто, то и есть и будет просто. <BR> Дощатый простучит настил. <BR> Пернатые склюют просыпанное просо. <BR> И кто простился, тот простил.","Просо и простился, кто просыпанное просто настил склюют простил. <BR> Будет есть пернатые. <BR> И то просто что. <BR> Простучит было и, дощатый тот."
277," Ходили на лапах тяжелые львы. <BR> Мозг <BR>  мой <BR>  к ним <BR>  приязнь <BR>  имел. <BR> За давностью дев <BR>  любопытство любви, ― <BR> любви ли?  <BR>  Я <BR>  их <BR>  не <BR>  искал. ","  мой <BR> Мозг <BR>  любопытство любви, ― <BR>  не <BR>  Я <BR> За давностью дев <BR>  искал. <BR>  имел. <BR>  их <BR> любви ли?  <BR>  приязнь <BR> Ходили на лапах тяжелые львы. <BR>  к ним "
278," Как счастлив, счастлив, кто найдет <BR> Там дружбу и любовь; <BR> Какая верность там цветет, <BR> Рождаясь вновь и вновь. ","Вновь там, какая, счастлив любовь <BR> Рождаясь найдет как кто; <BR> Счастлив там дружбу цветет, <BR> Вновь и и верность."
279," В доме тревога большая. <BR> Счастливы, светлы лицом, <BR> Заново дом убирая, <BR> Шепчутся мама с отцом. <BR> Как весела их беседа! <BR> Сын подмечает, молчит. <BR> «Скоро увидишь ты деда!» ― <BR> Саше отец говорит… <BR> Дедушкой только и бредит <BR> Саша, ― не может уснуть: <BR> «Что же он долго не едет?..» <BR> ― «Друг мой! Далек ему путь!» <BR> Саша тоскливо вздыхает, <BR> Думает: «Что за ответ!» <BR> Вот наконец приезжает <BR> Этот таинственный дед. "," В доме тревога большая. <BR> Счастливы, светлы лицом, <BR> Заново дом убирая, <BR> Как весела их беседа! <BR> Сын подмечает, молчит. <BR> «Скоро увидишь ты деда!» ― <BR> Саше отец говорит… <BR> Дедушкой только и бредит <BR> Саша, ― не может уснуть: <BR> «Что же он долго не едет?..» <BR> ― «Друг мой! Далек ему путь!» <BR> Саша тоскливо вздыхает, <BR> Думает: «Что за ответ!» <BR> Вот наконец приезжает <BR> Этот таинственный дед. "
280,"Коли в землю солдаты всадили ― штык, <BR> Коли красною тряпкой затмили ― Лик*, <BR> Коли Бог под ударами ― глух и нем, <BR> Коль на Пасху народ не пустили в Кремль ― ","Красною бог затмили лик нем― на, <BR> Коль народ в глух― Пустили*, <BR> Не И в всадили― пасху землю коли, <BR> Коли коли Ударами штык кремль солдаты под Тряпкой―"
281, Твоя жена невинна ― слишком строго <BR> Ты обошелся. , Прославить дар небесный; <BR> Ты обошелся. 
282," Знать, чуяла ― день цельный <BR> Просилась у ворот. <BR> Пускай с груди нательный <BR> Отцовский крест возьмет. ","Отцовский, знать― пускай возьмет <BR> Просилась груди с. <BR> У крест ворот цельный <BR> Чуяла нательный день."
283,"Что испытывала мать, <BR> Стоя у порога, <BR> Прежде, чем домой позвать <BR> Праотца иль Бога? ","Иль позвать мать, <BR> Что порога стоя, <BR> Праотца, домой у бога <BR> Чем испытывала Прежде?"
284," В сторожке грусть, мушиный гуд… <BR>  ― Зачем в лесу звенит овсянка, <BR> Грибы растут, цветы цветут <BR> И травы ярки, как медянка? ","В в мушиный, звенит грибы… <BR>― Овсянка медянка цветут как зачем, <BR> Ярки лесу, и сторожке <BR> Грусть гуд травы, растут цветы?"
285," … Словно призрак, скользить средь печального царства, <BR> Подходить к обреченным, притворно скорбя, <BR> Видеть близкую смерть ― я не знаю лекарства, <BR> Я не знаю бальзама нужней для себя. ","… Себя печального, я скорбя смерть бальзама, <BR> Средь царства видеть, знаю лекарства, <BR> Обреченным близкую я― притворно к скользить для, <BR> Словно не призрак нужней знаю подходить не."
286," Пой, мое сердце!  В окопах неволи <BR> Негодованьем и местью звучи! <BR> Близка уж, близка долгожданная воля! <BR> Скоро позорно падут палачи. "," Минувшее, как призрак друга, <BR> Негодованьем и местью звучи! <BR> Близка уж, близка долгожданная воля! <BR> Скоро позорно падут палачи. "
287, Слухом невольно ловлю <BR> Лепет зеркального лона. <BR>  «Милый!  Мой милый!  Люблю!..» <BR> Полночь глядит с небосклона., Слухом невольно ловлю <BR> Лепет зеркального лона. <BR>  «Милый!  Мой милый!  Люблю!..» <BR> Всё ж дальше сердца не уйти! 
288," Ты сжат в капкане <BR>  перловицы створчатой, <BR> Пред снегом ткани <BR>  бредишь ты тех гор четой. "," Ты сжат в капкане <BR> Как шли зеленеющем лугом, <BR> Пред снегом ткани <BR>  бредишь ты тех гор четой. "
289, Только мирный пришлец нагибайся в шатер <BR> И одежду дорожную скинь; <BR> На услугу и ласку он ловок и скор: <BR> Он бадья при колодце пустынь. ,Пришлец нагибайся колодце одежду он пустынь <BR> Ласку скор скинь ловок; <BR> На услугу он шатер в мирный только и: <BR> И дорожную и при бадья.
290," Бессонно сереют лица, <BR> И без единого проблеска <BR> Все еще где-то длится <BR> Ужас ночного обыска, ","То и проблеска, <BR> Лица все где длится <BR> Ужас обыска ночного- единого без <BR> Бессонно еще сереют,"
291," Стих недавно эскадрилий тяжкий гул, <BR> Мир еще не все воронки затянул, "," Музыка тенью лежала… <BR> Мир еще не все воронки затянул, "
292," Вот девушку любим и нежим, <BR> А станет жена или мать ― <BR> Мы будем всё реже и реже <BR> Любимой ее"," Вот девушку любим и нежим, <BR> был соткан его состав, <BR> Мы будем всё реже и реже <BR> Любимой ее"
293,  «Ко-ко-ко!  Ко-ко-ко! <BR> Жить вам было нелегко!» ,« Нелегко- вам- жить! Было- ко- ко! <BR> Ко ко ко ко!»
294," Кто владеет <BR>  Степной страной? <BR> Нынче бунт соляной,― <BR>  Так что же, <BR> Завтра будет <BR>  Бунт кровяной? <BR> Соль в крови― <BR>  И железо тоже! "," Кто владеет <BR>  Степной страной? <BR> Нынче бунт соляной,― <BR>  Так что же, <BR> Завтра будет <BR>  Бунт кровяной? <BR>  И железо тоже! "
295,"В час, когда для жизни сердца <BR> Я пришел в мир суеты, <BR> Мать желанного младенца <BR> Положила на цветы <BR> И сказала: «Для того ты <BR> Пеленой весны повит, <BR> Чтоб в очах твоих заботы <BR> Принимали счастья вид, <BR> Чтоб улыбкой молодою <BR> Красовалося чело, <BR> Чтобы всё перед тобою <BR> Жило, пело и цвело». ","В час, когда для жизни сердца <BR> Я пришел в мир суеты, <BR> Мать желанного младенца <BR> Положила на цветы <BR> Пеленой весны повит, <BR> Чтоб в очах твоих заботы <BR> Принимали счастья вид, <BR> Чтоб улыбкой молодою <BR> Красовалося чело, <BR> Чтобы всё перед тобою <BR> Жило, пело и цвело». "
296," О! как мой слух лелеет голос милый! <BR> Спуститеся, коснуться вас хочу; <BR> О!  дайте мне божественные крилы, <BR> Взовьюсь и полечу! ","О! крилы как хочу дайте вас божественные! <BR> Спуститеся, голос и коснуться; <BR> Мне! лелеет слух взовьюсь милый, <BR> О мой полечу!"
297," И солнцу ясному и радостному шуму, <BR> Вокруг звучащему, внимала, и порой <BR> Невольно думала таинственную думу <BR> О райском чудном сне, смутившем ей покой. ","О невольно звучащему шуму таинственную внимала, <BR> Думу смутившем, и, и вокруг <BR> Думала чудном солнцу радостному <BR> Сне райском ей покой, порой и ясному."
298," Колотье какое-то в кумире, <BR> Мается мыслитель и пророк, <BR> Чтобы мир царил в семье и в мире, <BR> Одолжу тебя на вечерок. "," Колотье какое-то в кумире, <BR> Чтобы мир царил в семье и в мире, <BR> Одолжу тебя на вечерок. "
299," Сердце здесь под жарким сердцем, как осенний лист дрожит. <BR> Слезы льются, словно щеки мне весенний дождь кропит. <BR> Только нежность белой груди исцеленье мне сулит! <BR> С грудью грудь сомкнем, ― но кто, кто, скажи, к тебе спешит? "," Сердце здесь под жарким сердцем, как осенний лист дрожит. <BR> Слезы льются, словно щеки мне весенний дождь кропит. <BR>  Сюда приходят <BR> С грудью грудь сомкнем, ― но кто, кто, скажи, к тебе спешит? "
300," И нет забот тревоги настоящей, <BR> И незаметно жизнь вокруг идет, <BR> И всё равно, лазурью ли блестящей <BR> Иль тучами одет небесный свод. ","Тревоги и лазурью равно забот, <BR> Настоящей и свод иль всё, <BR> Жизнь одет блестящей, тучами и нет <BR> Небесный вокруг ли идет незаметно."
301," За ними целая беды проруха: <BR> Кто кривобок, кто скрючился дугой; <BR> Иной смердит, иной пузырит брюхо ― <BR> Все клянчат, тянутся, томят тоской. ―"," Кто кривобок, кто скрючился дугой; <BR> Иной смердит, иной пузырит брюхо ― <BR> Все клянчат, тянутся, томят тоской. ―"
302," Маяковский светит пусть. <BR> Пусть Цветаева блажит. <BR> Несмотря на стыд и грусть, <BR> тот же slogan ― не тужить! ", Маяковский светит пусть. <BR> Пусть Цветаева блажит. <BR> тот же slogan ― не тужить! 
303,"По министрам, по актерам, <BR> желтой пяткою своей <BR> солнце жарит <BR>  полотером <BR> по паркету из людей! ","По министрам, по актерам, <BR> желтой пяткою своей <BR> солнце жарит <BR> по паркету из людей! "
304, Пусть так!  Орудий божьей кары <BR> Запас еще не истощен. <BR> Готовит новые удары <BR> Рой пробудившихся племен. , Пусть так!  Орудий божьей кары <BR> Запас еще не истощен. <BR> Готовит новые удары 
305," Нас рядышком палаш положит <BR> У хладных пушек под горой ― <BR> Мы встретимся в раю, быть может, <BR> С твоей лохматою душой."," У хладных пушек под горой ― <BR> Мы встретимся в раю, быть может, <BR> С твоей лохматою душой."
306," Только белых мокрых комьев <BR> Быстрый промельк маховой. <BR> Только крыши, снег и, кроме <BR> Крыш и снега, ― никого. "," Быстрый промельк маховой. <BR> Только крыши, снег и, кроме <BR> Крыш и снега, ― никого. "
307," Спросить ли, к трупам подходя, <BR> Как Пушкинский Руслан стихами: <BR> «О поле, поле, кто тебя <BR> Усеял мертвыми костями!» ","Костями кто, трупам усеял ли, <BR> Тебя Стихами Руслан пушкинский: <BR>« Подходя мертвыми, поле, спросить к <BR> Как о поле!»"
308," Здесь столько лир повешено на ветки… <BR> Но и моей как будто место есть… <BR> А этот дождик, солнечный и редкий, <BR> Мне утешенье и благая весть."," Здесь столько лир повешено на ветки… <BR> Но и моей как будто место есть… <BR> А этот дождик, солнечный и редкий, <BR> Тебе чуть-чуть ли угоняться "
309," Им двадцать лет с тех пор осталось, <BR> Но им, наивным, ясно всё ― <BR> И негрского оркестра старость, <BR> И смерть на лицах Пикассо, "," Им двадцать лет с тех пор осталось, <BR> И негрского оркестра старость, <BR> И смерть на лицах Пикассо, "
310," Было б совсем не весело, <BR> Был бы сплошной скандал, <BR> Если б Цветаева – вешала <BR> И Мандельштам – ссылал. ","Сплошной скандал вешала бы весело, <BR> И не цветаева мандельштам, <BR> Если было Б– был <BR> Совсем Ссылал– б."
311," И век бы падал векши легче, <BR> И легче векши к мягкой речке ― <BR> Полнеба в валенках, в ногах…"," И легче векши к мягкой речке ― <BR> Полнеба в валенках, в ногах…"
312,"  «Вот и мы!  Здорово, старая! <BR> Что насупилась ты, кумушка! <BR> Не о смерти ли задумалась? <BR> Брось!  пустая эта думушка! ","« Кумушка что не! Брось, насупилась! <BR> Вот думушка о, ли! <BR> Старая смерти и ты пустая? <BR> Задумалась! здорово мы эта!"
313,Попрощаться с сонною Москвою <BR> Женщина выходит на крыльцо. <BR> Бердыши тюремного конвоя <BR> Отражают хмурое лицо. ,Попрощаться с сонною Москвою <BR> Женщина выходит на крыльцо. <BR> Бердыши тюремного конвоя 
314," У зыблемых набатом Океана <BR> Утесов, самоцветные пещеры <BR> Таящих за грядами косм пурпурных, ― <BR> Мы смуглых долов разлюбили лавры, <BR> Следя валов по гулкой мели руны, <BR> И горьких уст нам разверзались гимны. "," Мы смуглых долов разлюбили лавры, <BR> И горьких уст нам разверзались гимны. <BR> Утесов, самоцветные пещеры <BR> Следя валов по гулкой мели руны, <BR> Таящих за грядами косм пурпурных, ― <BR> У зыблемых набатом Океана "
315," Все случилось так просто, нежданно, небренно: <BR> Клич христа, и мертвец покидает свой гроб. <BR> И теперь я верчусь, как волчок опьяненный, <BR> Этим розовым вальсом закружительных губ. ","Христа розовым все небренно, волчок, свой: <BR> Я верчусь, гроб опьяненный покидает губ мертвец. <BR> Нежданно так этим и, и клич просто, <BR> Как вальсом случилось теперь закружительных."
316," На дно колодца, где вода, <BR> Ее швырнул я вверх ногами <BR> И забросал потом камнями… <BR> Ее забуду я ― о да! ","Швырнул ее я, ногами дно, <BR> Потом на ее да и <BR> Забуду о камнями колодца… <BR> Я забросал где― вверх вода!"
317," Вожатому подарок я вручил, <BR> Но, признаюсь, меня он удивил, <BR> Когда не принял денег. Я не мог <BR> Понять, зачем, и снова в кошелек <BR> Не смел их положить… Его черты <BR> (Развалины минувшей красоты, <BR> Хоть не являли старости оне), <BR> Казалося, знакомы были мне. "," Не смел их положить… Его черты <BR> Но, признаюсь, меня он удивил, <BR> Понять, зачем, и снова в кошелек <BR> Казалося, знакомы были мне. <BR> Вожатому подарок я вручил, <BR> (Развалины минувшей красоты, <BR> Хоть не являли старости оне), <BR> Когда не принял денег. Я не мог "
318,"Что вы, аркадские утехи, <BR> Темпейский дол, гесперский сад, <BR> Цитерски резвости и смехи <BR> И скрытых тысячи прохлад <BR> Средь рощ и средь пещер тенистых, <BR> Между цветов и токов чистых ― <BR> Пред тем, где Аристипп живет? <BR> Что вы?  ― Дом полн его довольством, <BR> Свободой, тишиной, спокойством, <BR> И всех блаженств он чашу пьет! "," И скрытых тысячи прохлад <BR> Пред тем, где Аристипп живет? <BR>Что вы, аркадские утехи, <BR> Темпейский дол, гесперский сад, <BR> Цитерски резвости и смехи <BR> И всех блаженств он чашу пьет! <BR> Между цветов и токов чистых ― <BR> Что вы?  ― Дом полн его довольством, <BR> Свободой, тишиной, спокойством, <BR> Средь рощ и средь пещер тенистых, "
319," Но конями крылатыми воздух изрыт, <BR> и возница, полуночный вор, <BR> в два сердечных биения проговорит <BR> твердокаменный свой приговор.","Твердокаменный вор два крылатыми проговорит, <BR> сердечных полуночный, возница свой, <BR> в изрыт биения приговор и <BR> но воздух конями."
320, У дома Любви не пробился к дверям: <BR> Так много народу толпилося там. , Мать у Большого Вознесенья <BR> Так много народу толпилося там. 
321," И мы сделали это <BR> по слову его, а потом <BR> Стал царем <BR> тот, кто был впереди мятежа, <BR> Но не стало при нем наше царство крепче, <BR> Виноград не стал слаще и не стали обильнее нивы. <BR> И Господь, для кого эту кровь мы прoлили, <BR> Нас не сделал счастливыми."," И мы сделали это <BR> И душу сжигает печаль.<BR> Стал царем <BR> тот, кто был впереди мятежа, <BR> Но не стало при нем наше царство крепче, <BR> Виноград не стал слаще и не стали обильнее нивы. <BR> И Господь, для кого эту кровь мы прoлили, <BR> Нас не сделал счастливыми."
322, Покатился вниз с пригорка <BR> Утлых розвальней размах. <BR> Поцелуй последний горько <BR> Индевеет на губах. ,Утлых с индевеет на <BR> Последний пригорка покатился. <BR> Горько поцелуй вниз <BR> Розвальней размах губах.
323," За горькую тоску напевов похоронных <BR> Над павшими в огне кровопролитных сеч, <BR> За вбитые в глаза немецкие патроны, <BR> За головы детей, разбитые о печь, ","Вбитые глаза напевов кровопролитных в <BR> Патроны детей разбитые похоронных над за, <BR> Горькую печь за о тоску головы, <BR> Огне павшими за, сеч немецкие в,"
324," И принесли к нему зайку, <BR> Такого больного, хромого, <BR> И доктор пришил ему ножки, <BR> И заинька прыгает снова. <BR> А с ним и зайчиха-мать <BR> Тоже пошла танцевать. <BR> И смеётся она, и кричит: <BR> «Ну, спасибо тебе, Айболит!» "," И принесли к нему зайку, <BR> Такого больного, хромого, <BR> И доктор пришил ему ножки, <BR> И заинька прыгает снова. <BR> А с ним и зайчиха-мать <BR> Тоже пошла танцевать. <BR> И смеётся она, и кричит: "
325, И когда мое количество лет <BR> выпляшет до конца ― <BR> миллионом кровинок устелется след <BR> к дому моего отца. ," Слезы храню, волненья след. <BR> выпляшет до конца ― <BR> миллионом кровинок устелется след <BR> к дому моего отца. "
326," Был юноша с лицом девичьим, <BR> Шеллингианец и поэт, <BR> Предпочитавший «суть» ― «обличьям», <BR> Вчера окончивший с отличьем <BR> Московский университет. "," Был юноша с лицом девичьим, <BR> Шеллингианец и поэт, <BR> Предпочитавший «суть» ― «обличьям», <BR> Вчера окончивший с отличьем "
327," Мои домашние, особенно жена, <BR> Пристали: «Жизнь для нас на родине скучна! <BR> Кто: «ангел!» , кто: «злодей!  вези нас за границу!» <BR> Я крикнул старосту Ивана Кузьмина, <BR> Именье сдал ему и ― укатил в столицу. "," Мои домашние, особенно жена, <BR> Кто: «ангел!» , кто: «злодей!  вези нас за границу!» <BR> Я крикнул старосту Ивана Кузьмина, <BR> Именье сдал ему и ― укатил в столицу. "
328,"Дерзкий смертный!  как ты мог <BR> Взяться смело так за лиру? <BR> О всесильный, милый бог! <BR> Я вчера узнал Таниру. ","Взяться дерзкий! узнал смело за <BR> Вчера всесильный лиру бог мог? <BR> О так, ты таниру! <BR> Смертный милый как Я."
329," Толкает ветр; курясь, по туче мутной <BR> Клубится мрак ― и блещет искрой белой <BR> Пугливый вылет чайки бесприютной, ― "," Толкает ветр; курясь, по туче мутной <BR> Ты у меня один. <BR> Пугливый вылет чайки бесприютной, ― "
330," Все тот же, как сон несказанный, <BR> Как сон далеких веков, <BR> Подымет собор святой Анны <BR> Красоту точеных венцов. "," Все тот же, как сон несказанный, <BR> Как сон далеких веков, <BR> Подымет собор святой Анны "
331," Все остальное ждет нас впереди. <BR> Да будем мы к своим друзьям пристрастны! <BR> Да будем думать, что они прекрасны! <BR> Терять их страшно, бог не приведи!"," Все остальное ждет нас впереди. <BR> Да будем мы к своим друзьям пристрастны! <BR> И с каждым днем приметно вял; <BR> Терять их страшно, бог не приведи!"
332," Или сгорит печаль в сиянье розовом <BR> Страны божественно-блаженной, <BR> Где во дворце лазурно-хризопразовом <BR> Хрустальный зал многоколонный? ","Страны сгорит дворце блаженной в или <BR> Многоколонный где- хризопразовом, <BR> Сиянье зал розовом лазурно- во <BR> Печаль божественно хрустальный?"
333," Мне хочет изменить постыдно?» ― <BR> Товарищу он шепчет, зная, <BR> Что тот ответит безобидно: <BR> «Подумаешь, беда какая!» "," В тебя войдут, о Rosa Dolorosa!<BR> Товарищу он шепчет, зная, <BR> Что тот ответит безобидно: <BR> «Подумаешь, беда какая!» "
334," Зловеще вспыхивают газы, <BR> И черный падает покров. <BR> Как смех безжизненного глаза ― <BR> Просветы каменных домов.","Смех покров безжизненного, <BR> Вспыхивают просветы домов падает. <BR> И черный каменных зловеще― <BR> Глаза как газы."
335," А вокруг клубятся, рвутся тучи, <BR> Небо молнии секут. <BR> Призрак мой, уродливо растущий, <BR> Весь изодран, как лоскут. ","Мой призрак уродливо, а рвутся, <BR> Изодран клубятся вокруг. <BR> Как молнии, тучи небо, <BR> Растущий весь, секут лоскут."
336," Обвалилась вторая стена, <BR> от огня облака порыжели. <BR>  ― Неужели это война? <BR>  ― Прекрати повторять «неужели»! ", Скажу тебе… прости!  и должен буду скрыть <BR> от огня облака порыжели. <BR>  ― Неужели это война? <BR>  ― Прекрати повторять «неужели»! 
337," ― И здесь ранжир устойчив <BR> Не плоти, так души… <BR> Грущу о звёздах ночи, ― <BR> Как вспомню ― хороши! ","― Здесь о хороши грущу <BR> Устойчив и, не как… <BR> Ранжир плоти души так,― <BR> Вспомню ночи― звёздах!"
338," Я знал: пройдет очарование, <BR> И свадебный прогоркнет мед ― <BR> Любовь, готовая заранее, <BR> Меня по-новому займет, ","Займет прогоркнет: знал заранее, <BR> Новому любовь меня свадебный― <BR> Мед, очарование по, <BR> Пройдет и- готовая я,"
339,"Исписанный клочок лазури, <BR> святая весть ― что небо есть. <BR> И можно в свете амбразуры <BR> «Люблю» неясное прочесть. ","Исписанный клочок лазури, <BR> Оружьем храбро покоряют, <BR> И можно в свете амбразуры <BR> «Люблю» неясное прочесть. "
340," Первый хранит тишину, <BR> Первому хочется юности, <BR> Свежего счастья в плену <BR> Легкости, а не чугунности. ","Юности хранит плену, <BR> Первому в свежего, <BR> А не счастья чугунности <BR> Хочется, тишину первый легкости."
341," Был зной, и солнце озаряло <BR> Над пестрой, шумною толпой ― <BR> Мечеть и кружево портала <BR> С его причудливой резьбой, "," Над пестрой, шумною толпой ― <BR> Мечеть и кружево портала <BR> С его причудливой резьбой, "
342," Взор облещет юркий <BR> Все твое лицо, <BR> Из чешуйной шкурки <BR> У меня кольцо… ","Все юркий чешуйной <BR> Кольцо шкурки из, <BR> Меня у облещет <BR> Взор лицо твое…"
343," Господа юнкера, <BR> кем вы были вчера, <BR> Без лихой офицерской осанки? <BR> Можно вспомнить опять <BR> (ах, зачем вспоминать?), <BR> Как ходили гулять по Фонтанке. ","Ах по, <BR> юнкера ходили как кем, <BR> Офицерской зачем можно вспоминать? <BR> Были господа вы <BR>( без, лихой фонтанке?), <BR> Вчера гулять осанки вспомнить Опять."
344," Тихо спросила: «Куда вы?  Куда вы?» <BR> И услыхала ответ: <BR> «Только на кладбище горькие травы <BR> сладки для нас… <BR> Милая, с нами пойдешь ли сейчас? <BR> Только на кладбище вечный ответ». "," Только на кладбище вечный ответ». <BR> Тихо спросила: «Куда вы?  Куда вы?» <BR> Милая, с нами пойдешь ли сейчас? <BR> сладки для нас… <BR> «Только на кладбище горькие травы <BR> И услыхала ответ: "
345,"  «Вот наступит полнолунье, <BR> Понесу дитё колдунье, <BR> Не жива и не мертва. <BR> И от жалости колючей <BR> Подо мной дурман пахучий, <BR> Свянет горькая трава. ","  «Вот наступит полнолунье, <BR> Понесу дитё колдунье, <BR> Не жива и не мертва. <BR> На крайних пределах холодных морей. <BR> Подо мной дурман пахучий, <BR> Свянет горькая трава. "
346," Мне говорили, или я читал <BR> у Хаксли, что лишь две религии на свете. <BR> Одна, где главный ― это фалл, <BR> другая, где ему не светит. "," Как они своих поэтов любят: <BR> у Хаксли, что лишь две религии на свете. <BR> Одна, где главный ― это фалл, <BR> другая, где ему не светит. "
347,По дому бродит привиденье. <BR> Весь день шаги над головой. <BR> На чердаке мелькают тени. <BR> По дому бродит домовой. ,Дому мелькают бродит весь. <BR> Домовой шаги привиденье головой по. <BR> Над на чердаке тени. <BR> Дому по день бродит.
348," Ты говоришь невинно-лживым взглядом: <BR> «Твоя, твоя, люби и не ревнуй». <BR> Но завтра с ним тебя я встречу рядом <BR> И тороплюсь насытить сердце ядом, <BR> Впивая твой неверный поцелуй.","Люби тороплюсь завтра- неверный поцелуй: <BR>« Рядом, сердце, взглядом ядом я с». <BR> Ты тебя и твой и не ним насытить <BR> Встречу ревнуй лживым но твоя, <BR> Твоя впивая говоришь невинно."
349," Да еще в груди у отца родного <BR> Рана новая рдеет и горит, <BR> И не легче ей оттого что слово <BR> О тоске души часто говорит! ","Души да тоске еще о говорит что <BR> Ей рана легче часто и, <BR> Груди родного не и новая у горит <BR> Рдеет отца оттого в слово!"
350," Но если от азийских, африканских <BR> Святых пустынь мечту я оторву, <BR> Средь наших дней ― и плоских, и мещанских ― <BR> Моей желанной ― кошку назову. "," Но если от азийских, африканских <BR> Святых пустынь мечту я оторву, <BR> Моей желанной ― кошку назову. "
351," Тот свет по ней идёт всё шире, <BR> Как день сменяя ночи тьму, <BR> И что! Какие силы в мире <BR> Потщатся путь закрыть ему! ","Ему сменяя мире тот ней какие шире, <BR> Тьму и ночи идёт в, <BR> Силы как! Что потщатся всё день <BR> По путь закрыть свет!"
