,Initial text,Corrupted text
302," Давно осуждено попрание святынь. <BR> Простили мы тебя, и ты прости нас. <BR> И нынче тешит слух имен твоих латынь: <BR> Марцелиюс, Юстинас. ","Давно осуждено утвержение святынь. <BR> Разозлились мы тебя, и ты прости нас. <BR> кидался нынче зарождает слух пользовательских твоих химию <BR> Марцелиюс, Юстинас."
303," И я скажу, бросаясь на колени, ― <BR> Да, это я, и я хочу, отец, <BR> В сердечных и душевных преступленьях, <BR> Во всем тебе сознаться, наконец… ","И 21я повторимся, бросаясь В колени, ― <BR> Да, это я, медиапотребительские я рвусь отец, <BR> во аутоимунных и душевных пантах <BR> Во всем тебе сознаться, наконец…"
304,"Едва ли крайний сам был величав, <BR> Как Бонапарт, он сам был всех мизерней. <BR>  «Прекрасен, ― продолжал он, ― крах держав <BR> И цезарский триумф солдатской черни…» ","Едва ли крайний сам был белокур, <BR> Как Реймон чо предусмотрительный образовался околоспортивных мизерней. <BR> «Прекрасен, ― продолжал он, ― крах держав <BR> И цезарский выстраданный солдатской несознательности"
305," Оттого-то шум и клики <BR> В Питербурге-городке, <BR> И пальба и гром музыки <BR> И эскадра на реке; <BR> Оттого-то в час веселый <BR> Чаша царская полна, <BR> И Нева пальбой тяжелой <BR> Далеко потрясена.","Величаво шум и клики <BR> В Новгородвладивостокволгоградворонеждзержинскекатеринбургижевскиркутскказанькемеровокировкраснодаркрасноярсккурганкызылмоскванабережные-, <BR> И пальба и гром Мелодий <BR> Ксати эскадра по реке; <BR> Постольку- в час веселый <BR> Цветок царская полна, <BR> И Колпино передышками тяжелой <BR> Поэтому потрясена."
306," Но поэтесс, быть может, лица <BR> и, может быть, фигуры их <BR> меня заставили закрыться <BR> в шикарных номерах моих… ","Но поэтесс, быть смогут лица <BR> и, сумела быть, фигуры ٣ <BR> Кого-нибудь просить закрыться <BR> в успешных номерах моих…"
307,"О, молодость моя невозвратимая! <BR> Невозвратима или невозвратна? <BR> Нет, прежде чем рыдать, я руки вымою, <BR> Чернильные смывая с пальцев пятна… ","О, молодость моя невозвратимая! <BR> Смазкиувлажняющиевозбуждающиесогревающиеароматизированныесиликоновыеувеличивающие или невозвратна? <BR> Нет, прежде ожесточеннее рыдать, чО руки вымою, <BR> Чернильные перемешивая между пальцев заштрихованные"
308," Не знал он, что светом обратным <BR> Лицо его блещет; что он <BR> Уж избран на путь невозвратный <BR> Из плещущих волн времен. ",Смело знал чо Значит светом термоэлектрическим <BR> Лицо считающего блещет; что он <BR> Уж избран на путь невозвратный <BR> Из плещущих волн 20-века
309," Удирает на машине <BR> Пан Тадеуш Кржиш, <BR> Ну, а хлопам и русинам <BR> Как бежать велишь?","Удирает на машине <BR> Душан Бартломей Кржиш, <BR> Ну-с а хлопам 오빠 русинам <BR> По-хорошему бежать велишь?"
310," восставленный, есть сумма сих <BR> пронзительных двух взглядов; и на <BR> основе этой силы их <BR> находится его вершина ","восставленный, есть-то сумма сих <BR> пронзительных двух дискриминаций; для. на <BR> основе этой стороне их <BR> находится его запредельность"
311," А вверху ― галактики мчатся! <BR> А внизу ― в перинном пуху <BR> Домоседы и домочадцы <BR> Порют всякую чепуху. <BR> И насчет светопреставленья <BR> За Москва-рекой сеют слух, <BR> Так кончается представленье <BR> В балагане господских слуг. ","А ромбика ― эклиптики мчатся! <BR> А сранице ― в перинном пиджачок <BR> Своевольны ТАк домочадцы <BR> Побреют всякую чепуху. <BR> И угу дренажныеметаллорукаваэлектротрубааксессуарыКолонныМиниколонныБашенкиФальшполпанелиплинтусыаксессуарыЛючкиМонтажные <BR> За Москва-рекой замачивают слух, <BR> Так кончается представленье <BR> В идиотизме господских слуг."
312," Но цветы, как время, облетели. <BR> Пляшет сталь, и рыкает чугун. <BR> И на дымно-закоптелой ели <BR> Оглушенный плачет Гамаюн.","Но лимоны Наверно время, облетели. <BR> Пляшет сталь, ھ гонит чугун. <BR> И на дымно-закоптелой прогуливались <BR> Оглушенный плачет Аисты."
313," в полуспящем, крадущемся ощупью по чердакам <BR> (с видом жука, что толкает неровный шар: без него не пройти). <BR> В голове его ― небоскреб горящий. Голова его пущена по рукам. <BR> И на загородных просторах себя он чувствует взаперти.","в чешуйчатом, несладкаяТортыНапиткиСалатыЙогуртыГарнирыКонсервированиеЯичница блуждающим по чердакам <BR> наступлением( видом саранчи, признать толкает неровный шар: без него точно пройти). <BR> В голове возможность ― небоскреб неистовый. Голова его пущена по рукам. <BR> И папину загородных просторах себя つ чувствует взаперти."
314," Деревья и ограды <BR> Уходят вдаль, во мглу. <BR> Одна средь снегопада <BR> Стоишь ты на углу. ","вязы и ограды <BR> Становятся вдаль, во мглу. <BR> Одна лишенья снегопада <BR> Признайся ты на полдороге."
315," Мне отведенный кислород, <BR> которого я жду веками, <BR> неужто он до дна допьет <BR> один, огромными глотками? ","ему отведенный кислород, <BR> сбывшегося я жду веками, <BR> неужто он до дна сворует <BR> ненужный, огромными зенками"
316," Его приезда цель ― важна весьма: <BR> беспечный медик пропил изолятор. <BR> Но комната уже была умна, <BR> и ум ее смешался и заплакал. ","Их-то приезда цель ― важна весьма: <BR> трепетный подпольщик пропил пакгауз. <BR> Но комната уже шла умна, <BR> и ум потрахал упился и заплакал."
317, Ее светлые сестры ― <BR> Их развеяли годы! <BR> С ними радость и горе <BR> Унесли непогоды… ,Ее Дымные квартирантки ― <BR> Они-то развеяли 1997-2001! <BR> С ними радость и теснине <BR> Унесли непогоды…
318,"Скованы волненьем мысль и слово. <BR> Не хватает силы передать, <BR> Что такое ― потерять и снова <BR> Встретить и обнять родную мать. ","Скованы волненьем обмолвка ТАк слово. <BR> Не хватает силы передать, <BR> значит такое ― догнать и снова <BR> Находиться и обнять буржуазную мать."
319," Пробирались гатью по низине, <BR> И завяз монах по грудь в трясине. ",Пробирались цанга-бабочкаНовинкиБулавкиБулавки На речушки <BR> И завяз монах по грудь в трясине.
320," Пойдём расскажем по дороге <BR> друг другу жизнь свою: когда <BR> о светлых ангелах подмоги, <BR> а то ― о демонах стыда. ","Пойдём расскажем рассказам дороге <BR> друг другу жизнь свою: когда <BR> братьях светлых ангелах ратников, <BR> Аж то 2013 сО демонах стыда."
321," Дивная песнь навевала <BR> Грезы блаженной любви, <BR> В душу она проникала, <BR> Страсть разжигала в крови… ","Дивная песнь уравновешивала <BR> Наваждение удивленной любви, <BR> В душу она проникала, <BR> Страсть разжигала из гемоглобином"
322," Один, один лишь я стоял под грозным небом, <BR> Устав от суеты и горестных погонь, <BR> И то, что в слепоте вы называли хлебом, <BR> В худых моих руках клубилось, как огонь…","Один, один лишь я возник перед грозным благодатным, <BR> Устав невыносимого подальше и постылых погонь, <BR> И то, что в впечатлительности вы называли бужениной, <BR> В худых моих руках клубилось, как трепещущий"
323," Тихо всё в глубине; сердце как спит у нас: <BR> Эрос, меткий стрелок, сердце пронзит стрелой ― <BR> Славно луч заблестит алой зари дневной. <BR> Мрак ночной далеко уйдет. ","Тихо всё из бровкой сердце как спит у полфорума: <BR> Эрос, меткий стрелок, сердце пронзит стрелой ― <BR> Величественно ионизированный заблестит бахромою заутрени энзимной. <BR> Мрак ночной далеко уйдет."
324," Но не промокли три щенка, <BR> Коза, ворона и река.","Но не растерли злополучные щенка, <BR> Коза, кота. и река."
325,"Когда мечтательно я предан тишине <BR> И вижу кроткую царицу ясной ночи, <BR> Когда созвездия заблещут в вышине <BR> И сном у Аргуса начнут смыкаться очи, ","Когда мечтательно я привержены тишине <BR> и вижу кроткую царицу твердой ночи, <BR> Разумеется созвездия сосчитают в вышине <BR> М.м сном у Аргуса начнут смыкаться греси"
326," Как папироской горящей, подушку лбом прожигая в ночи, <BR> Сквозь зеленое днище похмелья, <BR> Сумасбродно и часто навзрыд лепечу <BR> Неистовое имя Юлии. ","Будто папироской горящей, подушку лбом прожигая На ночи, <BR> Сквозь зеленое днище похмелья, <BR> Человеческими и часто навзрыд мямлил <BR> Испуганное имя Вадима"
327," Морозно.  Равнины белеют под снегом, <BR> Чернеется лес впереди, <BR> Савраска плетется ни шагом, ни бегом, <BR> Не встретишь души на пути. ","Красиво-то. Степей белеют под снегом, <BR> Чернеется лес впереди, <BR> сиротинушка плетется ни шагом, ни бегом, <BR> Не водятся человечьи другое.На пути."
328," Со страстью ей молился ты сугубой, <BR> Ты думал ― мягки женские сердца, <BR> Но ты не знал, что те, кто им не любы, <BR> Для них не боле значат мертвеца.","Со страстью ей Обнимал ты искренной <BR> Ты думал ― мягки женские сердца, <BR> Учтя ты не знал, что те, кто कण не отни <BR> Для места-то не вдесятеро волновали Тамплиера."
329," Уж вечер… облаков померкнули края, <BR> Последний луч зари на башнях умирает; <BR> Последняя в реке блестящая струя <BR> С потухшим небом угасает. ","Уж вечер… облаков померкнули края, <BR> Последний луч зари на башнях умирает; <BR> Трупная Втом реке тусклая струя <BR> От потухшим дождиком погас"
330," Я видел― <BR>  спит у ног собака, <BR> костер занявшийся гудит, <BR> и женщина <BR>  из полумрака <BR> глазами зыбкими глядит.","Я нырял <BR> спит у ног собака, <BR> разжигался дружащий давит, <BR> и женщина <BR> из лучистого <BR> глазами зыбкими устремит."
331," И она принимала его за одну из небесных отдушин. <BR> На три дня заблудилась в подвалах: пила и писала скрижаль. <BR> И казалось ей (страшной, нелепой, ревнивой, сошедшей с катушек), <BR> абордажи миражей, мираж абордажей роил обесточенный дирижабль."," она фальсифицировала его С одну вылезающих небесных отдушин. <BR> На четыре-шесть дня заблудилась в подвалах: пила и писала скрижаль. <BR> И казалось ей агонизирующей(, косноязычной горожанкой, сошедшей с катушек), <BR> абордажи бескрайности, кошмар абордажей роил обесточенный импеллер"
332," Нет, милый, нет!  Отличен век от века; <BR> Хотя поэтов множится число, <BR> Хотя изменчив разум человека, ― <BR> Всегда одно поэта ремесло: ","Нет, мудрый нет! Отличен век от века; <BR> Хотя поэтов множится число, <BR> Подытожу изменчив разум служителя, 10 <BR> Всегда одно Маяковского тончайшее:"
333, Ну можно ли в жилет пулять мороженым?! <BR> А можно ли <BR>                в капронах <BR>                                    ждать в морозы? <BR> Самой восьмого покупать мимозы ― <BR> можно?! ,Ну можно ли в манишка ружьишком бутерами <BR> П.- Попробовать ли <BR> мысли.В капронах <BR> ждать в морозы? <BR> Самой восьмого покупать лизиантуса ― <BR> можно?!
334," Я не могу поймать молчащую кукушку <BR> или найти жука, сидящего в траве. <BR> Дитя в одной руке сжимает погремушку. <BR> Песочные часы стоят на голове. ","Я тяму могу поймать молчащую кукушку <BR> или заменить жука, сидящего в траве. <BR> Всемогущество в круглой руке сжимает пластиковую. <BR> Маслянные весыЧасы стоят на голове."
335,"Ах, не плачь и не тужи, <BR> Мать родная!  Покажи, <BR> Где его могила! <BR> Иль не знаешь ты того, <BR> Как я нежила его, <BR> Как его любила? ","Хдд, не закричишь и не тужи, <BR> Мать колхозная Покажи, <BR> Где его могила! <BR> Пинго не знаешь ты того, <BR> Купитькак я пировала его, <BR> Расскажите его помышляла?"
336," Дар Божий, путешествия!  Недаром <BR> вонзая нож двойной в леса и горы, <BR> мы, как эфиром, паровозным паром <BR> дышали, и вокзалы, как соборы, <BR> выстраивали, чтобы из вагонов <BR> вступать под чудо-своды, люстры, фрески. <BR> Сей мир, где с гаечным ключом Платонов <BR> и со звездой-полынью Достоевский, ― <BR> не нам судить, о чём с тоской любовной <BR> стучат колёса в песне уголовной, <BR> зачем поэт сводил по доброй воле <BR> шатун и поршень, коршуна и поле. ","Бины Божий, путешествия! Недаром <BR> вонзая нож двойной из зверья и горы, <BR> мы, как аэрозолем коровым трансфером <BR> дышали, и вокзалы, как соборы, <BR> раскалывали чтобы вышедших моторвагонное <BR> вступать под творы-, люстры, свитки <BR> Сей мир, интересно с гаечным штыком Скафтымов <BR> и со звездой-полынью Достоевский, ― <BR> не чужеземцам судить, о чём отождествлением тоской любовной <BR> стучат колёса затянувшемся песне аморальности, <BR> зачем художник-акварелист сводил построению доброй убеждению <BR> трипоид и насосом, коршуна и поле."
337," Наш мир ― леса непроходимые. <BR> Наш дом ― под деревом шатер. <BR> Мы целый день ― неутомимые, <BR> А ночью греет нас костер. ","Наш мир ― Красногорья затяжные <BR> Наш эко-дом ― над покрашенным шатер. <BR> Мы очередной день ― неутомимые, <BR> А ночью греет себя-то костер."
338," И пред Юпитеровой птицей <BR> Они молились в дни невзгод… <BR> О, как люблю тебя, волчицей <BR> В пещере вскормленный народ! <BR> Твоя неистовая сила <BR> В едином муж воплотила <BR> Себя: царя на площади, <BR> Он Рим носил в своей груди. <BR> Я посетил твой Тускуланум: <BR> Чаруя восхищенный взор, <BR> Синела даль сабинских гор, <BR> Лазурным скрытая туманом, <BR> И под ногой моей, мертва, <BR> Шуршала чахлая листва, ","И меж Юпитеровой петушиной <BR> Они молились в дни невзгод… <BR> О, покак люблю тебя, самками <BR> В лавы вскормленный народ! <BR> Твоя богоборческая сила <BR> Вместе.в естественно-научном 40-летний воплотила <BR> Себя: царя на комнате, <BR> Он Рим носил к своей поясе <BR> Чувствую переселил твой Тускуланум: <BR> Чаруя умилял взор, <BR> Синела даль БабаевоБабаюртБавлыБагаевскаяБагаевскийБайкальскБайконурБаймакБакалБаксанБалабановоБалаковоБалахнаБалашихаБалашовБалезиноБалейБалтийскБарабинскБаргузинБарнаулБарсукиБарышБатайскБахчисарайБачатскийБачи-ЮртБашмаковоБежецкБезенчукБелая гор, <BR> Лазурным скрытая мертвенным, <BR> Е.с под ногой моей, сокровенна, <BR> Шуршала пышная анемона,"
339,"Не нужны божьим небесам <BR> Явленья призрачные…  Вечность ― <BR> Одно спасет и сохранит, ― <BR> Божественную человечность. ","Не нужны полоумным небесам <BR> Явленья несмелые Вечность ― <BR> Одно спасет шлифованиеБумага сохранит, ― <BR> великодушную натуралистичность"
340," Ненависть кровати застилает, <BR> ненависть тетради проверяет, <BR> подметает пол и пыль стирает: <BR> из виду никак вас не теряет. ","Ненависть кровати застилает, <BR> ненависть письму проверяет, <BR> подметает пол и толчея демонтирует: <BR> состоящую виду отлично поучаете не теряет."
341," Ворота адовы разрушит Слово. <BR> Но Славы Царь сегодня в небесах, <BR> Утешителя Он нам дал иного, ","Фонтаны адовы разрушит Фразеологизм <BR> что-ж Славы Царь сегодня городе качающемся, <BR> Утешителя Он нам дал иного,"
342," Если б можно сбросить годы, <BR> Снова стать былым малюткой!.. <BR> В этой храмине природы <BR> Всё ласкает слух мой чуткой. ",Если б можно сбросить периода <BR> Невольно стать былым бестией!.. <BR> Lв вонючей храмине авифауны <BR> Всё ласкает слух мой чуткой.
343," Внимала…  И жалобный плач лебедей <BR> Звучал ей как слезы упрека: <BR> Для них…  И для них ― счастье радостных дней <BR> Далеко, далеко!  ","10обсудить И жалобный плач барахтающихся <BR> Звучал Джорджу как испуги упрека: <BR> Для них… И для них ― счастье честных процентов <BR> Далеко, нетолько!"
344," Но когда обвыкли глаза и смрад <BR> Перестал докучать чутью, <BR> То в оскале кого-то из поварят <BR> Я узнал улыбку твою, ","Но когда обвыкли таращились  Поганый <BR> Перестал докучать чутью, <BR> То в оскале кого-то из поварят <BR> Эт узнал шутливость скоротечную,"
345,"Так пахнет огурчик и сыр. <BR> В лепестках пеленок <BR> розовеют наплывы лакомой кожицы, <BR> в абажуре свет мутнеет и множится ― <BR> сегодня в рысь <BR> распрыгался твой ребенок. ","Так благоухали огурчик ☈ сыр. <BR> -к лепестках пеленок <BR> розовеют наплывы невразумительной кожицы, <BR> виде.В абажуре свет мутнеет oн множится 52 <BR> сегодня втой Лошадь <BR> распрыгался твой ребенок."
346,"  ― Помолчи.  Я ― вечный Игрек. <BR> Безрассудна речь твоя, <BR> Пусть я изверг, пусть я ирод, <BR> я ― то ― есть, а нет ― тебя. <BR> И не будет!  Как не будет <BR> с дочерью моей греха. <BR> Как усопших не разбудит <BR> восклицанье петуха. <BR> Холод мой твой пыл остудит. <BR> Не бывать тебе!  Ха ― ха.","17 Ложись Я ― вечный Игрек. <BR> Безрассудна речь твоя, <BR> Пусть Я-я выхватил, пусть я-де ирод, <BR> я ― то uralpress.ru имееть а много. ― тебя. <BR> 11и не будет! Как хочумне будет <BR> с тёщей моей растления <BR> Объясни усопших бываетНа разбудит <BR> восклицанье петуха. <BR> Суховей мой пакостный пыл подкорректирует. <BR> Обобщай бывать тебе! Ха ― ха."
347," И сердца крошечного боль <BR> Была ему, как мир, огромной, <BR> А жизнь и днем и ночью темной <BR> Грозила сотней злобных воль. ","и сердца конусообразного боль <BR> Хотела ему, как мир, огромной, <BR> А жизнь То днем технико-экономические ночью темной <BR> Грозила сотней злобных стрем"
348," И снова буквы.  Вновь и вновь. <BR> Тяжелый мрак по залу ходит, <BR> Беззвучная течет любовь, <BR> И смерть беззвучная приходит. ","⁉ снова буквы. Игриво и вновь. <BR> Физический мрак по залу ходит, <BR> Малышуникубутренняя вскипела любовь, <BR> И виселица беззвучная приходит."
349," Где мы, на груде страстей и гашишных свиваний, <BR> Колются бритые бороды шатучих бульварных ветвей. <BR> Небо, крутись!  Огнеплясней, кокотней, бедламней! <BR> Все мы под знаком истерики белых мышей! ","Где мы, на груде возрождений ТАк серединных свиваний, <BR> Вставились Лобковые бороды шатучих бульварных вызревших. <BR> Бежевое, крутись! Огнеплясней, кокотней, бедламней! <BR> Все мы под футурологом истерики белых мышей!"
350," И всё, что радостью любви горело на земле, <BR> Что горем, смертью и грехом разлучено во мгле, ― <BR> От мира к миру кинуть мост пусть только сил найдет, ― <BR> Верь, обретет свою любовь, его тоска пройдет.","И надо.Вот, так-как сладостью любви горело МКСНа земле, <BR> Что горем, смертью ТАк грехом разлучено во траве ― <BR> От18 мира Подобно миру отправь мост пусть только сил найдет, мало <BR> Верь, обретет свою Полюбив, его тоска пройдет."
351," Зачем, красавица?  Увы, <BR> Не знаю!..  Полон жизни новой, <BR> С моей преступной головы <BR> Я гордо снял венец терновый, <BR> Я всё былое бросил в прах: <BR> Мой рай, мой ад в твоих очах. <BR> Люблю тебя нездешней страстью, <BR> Как полюбить не можешь ты; <BR> Всем упоением, всей властью <BR> Бессмертной мысли и мечты. <BR> В душе моей, с начала мира, <BR> Твой образ был напечатлён, <BR> Передо мной носился он <BR> В пустынях вечного эфира. <BR> Давно тревожа мысль мою, <BR> Мне имя сладкое звучало; <BR> Во дни блаженства мне в раю <BR> Одной тебя недоставало. <BR> О!  если б ты могла понять, <BR> Какое горькое томленье <BR> Всю жизнь, века без разделенья <BR> И наслаждаться и страдать, <BR> За зло похвал не ожидать <BR> Ни за добро вознагражденья; <BR> Жить для себя, скучать собой, <BR> И этой вечною борьбой <BR> Без торжества, без примиренья! <BR> Всегда жалеть и не желать, <BR> Всё знать, всё чувствовать, всё видеть, <BR> Стараться всё возненавидеть <BR> И всё на свете презирать!.. <BR> Лишь только божие проклятье <BR> Исполнилось, с того же дня <BR> Природы жаркие объятья <BR> Навек остыли для меня; <BR> Синело предо мной пространство; <BR> Я видел брачное убранство <BR> Светил, знакомых мне давно… <BR> Они текли в венцах из злата; <BR> Но что же?  прежнего собрата <BR> Не узнавало ни одно. <BR> Изгнанников, себе подобных, <BR> Я звать в отчаянии стал, <BR> Но слов и лиц и взоров злобных, <BR> Увы!  я сам не узнавал.","Зачем, мулаточка Увы, <BR> Не пойми Полон жизни романтической <BR> Ряш моей преступной головы <BR> Я гордо снял венец терновый, <BR> он всё утраченные заорал в прах: <BR> Мой рай, -Такой ад о искренних восхищенье <BR> Люблю тебя радостною страстью, <BR> Как Дрессировать Никогда можешь тебе <BR> Моим экстазом региональной природой <BR> Бессмертной разочарованности и мечты. <BR> В душе идиотической По начала социалистического, <BR> Твой образ был обозван <BR> Передо мной носился он <BR> В пустынях вечного эфира. <BR> Давно тревожа мысль позорную, <BR> Мне имя сладкое означало <BR> Во дни блаженства ребенку- в раю <BR> Одной деточка недоставало. <BR> О! любом б ты могла пояснять <BR> Какое горькое томленье <BR> Всю картину, 12-го единоразового разделенья <BR> и заснуть и заблуждаться <BR> 31в зло похвал не выжидают <BR> НЕ за добро вознагражденья; <BR> Жить для себя, скучать собой, <BR> И этой вечною изнасилованиями <BR> Поверх торжества, бешенного примиренья! <BR> Всегда лягаться и не желать, <BR> Общем-то знать, вроде-бы познавать всё видеть, <BR> Стараться что-угодно обидевшего <BR> Вы- тоже.Ну на свете презирать!.. <BR> Мол только христов проклятье <BR> Исполнилось, выполнением того же дня <BR> эволюции жаркие распахнул <BR> Навек перегрели для меня; <BR> Борзило предо переписываетесь пространство; <BR> Я сматривал брачное дизайн <BR> засветил знакомых мне давно… <BR> Они текли густом тюфяках получившегося черница <BR> хотя что же? прежнего Сверчка <BR> Нчего узнавало ни одно. <BR> Изгнанников, себе непозволительных <BR> Я звать в сомнении стал, <BR> хотя слов и лиц ТАк взоров злобных, <BR> Увы! ШУЧУ сам дал. узнавал."
352,"Я летел из климата в климат, <BR> Из Европы к тропику Рака. <BR> Как я ждал, что меня поднимут <BR> Руки воздуха выше мрака! ","Я летел 36978 палеоклиматологии в климат, <BR> со Европы к тропику Ларга. <BR> Какую я поджидала что сердце-то поднимут <BR> Руки воздуха выше мрака!"
353," А за окном моим, снаружи, <BR> Капель веселая весь день. <BR> Какую радостную лень <BR> Я снова в сердце обнаружил! ","А вслед окном моим, снаружи, <BR> Капель веселая первый день. <BR> Некую семейную лень <BR> Я оживет в сострадание обнаружил!"
354," Он зрит: прекрасна тем покрыта, <BR> В чем в брак готовилась она, ― <BR> Одежда, розами ушита, <BR> Не в брак, но в гроб обновлена. ","Его центрирует: интересна тем покрыта, <BR> В чем --В христианский готовилась она, ― <BR> Одежда, фисташками ушита, <BR> Не в Удачен, но в гроб обновлена."
355," Все покорил ему, весь род от персти сущ, <BR> Ходящ, парящ, ползущ, <BR> На суше, в воздухе, в пучине, <BR> Он тварями владеет ныне. ","Все покорил ему, весь громовый от персти -тна <BR> Ходящ, молоткиОтпаривателиОчистка, ползущ, <BR> На аквалангах в паутинках, .на пучине, <BR> Льстил тварями владеет ныне."
356, Так в северной власти <BR> В сугробах сердца <BR> Пылают от страсти <BR> Под звон бубенца.,Так к северной власти <BR> 2006в сугробах сустава <BR> Пылают от страсти <BR> Полукруглый звон бубенца.
357," Но она немало жертв с сумой пустила, <BR> И еще робевших воровать учила! ","Но она невероятно жертв есть.С сумой пустила, <BR> Обнял еще робевших воровать учила!"
358, Испугаю их темью впадин; <BR> Постучусь ― они дверь замкнут. <BR> А здесь ― oт дождя и градин <BR> Не укроет истлевший лоскут. ,Испугаю их темью кряжей <BR> Постучусь ― они калиткой замкнут. <BR> О-па Там-то ― oт дождя и комарья <BR> Не укроет закостенелый лоскут.
359," И в легчайшем подпитье являясь, <BR> я ей всякие розы дарил. <BR> Раздеваясь, но не разуваясь, <BR> несмешно о смешном говорил. ","и в легчайшем подпитье являясь, <BR> я ей всякие розы заменял. <BR> Зажмурившись, единственное не разуваясь, <BR> несмешно необычайном весёлом говорил."
360," Но, кусаясь и бегая <BR> По земным конурам, <BR> Ваше платьице пегое <BR> Повстречалось мне там, ","Но, кусаясь и бегая <BR> Вторя земным конурам, <BR> Ваше деревцо областьАй-ПетриАлупкаАлуштаАрмянскБалаклаваБахчисарайБелогорскГаспраГурзуфДжанкойЕвпаторияИнкерманКараби-ЯйлаКачаКерчьКировское <BR> Повстречалось мне 3десь,"
361,Любовь ― когда молода. <BR> Вода ― когда сахар в крови. <BR> Труд ― когда молодая вода <BR> льется на мельницу горькой любви.,Зависть ― Наверное молода. <BR> Вода ― когда сахар же.На крови. <BR> Терпение получения когда молодая вода <BR> прихлынула на мельницу горькой любви.
362," Во злобе плоть мою пожрать <BR> Противны устремились; <BR> Но злой совет хотя начать, <BR> Упадши, сокрушились. ","Кг.в злобе плоть мою пожрать <BR> Нацелены устремились; <BR> Будет.и злой совет было.И прекращали, <BR> Упадши, сокрушились."
363,"Мотается по универмагу <BR> потерянное дитя. <BR> Еще о розыске бумагу <BR> не объявляли.  <BR>  Миг спустя <BR> объявят, <BR>  мать уже диктует <BR> директору набор примет, <BR> а ветер горя дует, дует, <BR> идет решительный момент.","Мотается какому-то универмагу <BR> потерянное дитя. <BR> Еще к поисковом парусину <BR> не объявляли. <BR> Волга-авиаэкспресс спустя <BR> нароют, <BR> мать может-быть диктует <BR> директору набор примет, <BR> а ветер нетерпения треплет дует, <BR> идет настоятельный как-раз."
364,"Что бояться?  <BR>  Не перебояться <BR> всех, кто хочет грозить и пугать. <BR> Лучше слогом шута и паяца <BR> их отчаянно изругать. ","Что спугнуть? <BR> Не отлагаться <BR> всех, кто хочет грозить и угощать <BR> Иди слогом костлявого и паяца <BR> их отчаянно обкакать"
365," Чем мальчик был, и кем он стал, <BR> И как, чем стал он, быть устал, <BR> Я вам рассказывать не стану. <BR> К чему судьбу его судить, <BR> Зачем без толку бередить <BR> Зарубцевавшуюся рану. ","Объясняем малышик был, и кем он-то стал, <BR> И как, чем стал я-де быть устал, <BR> Я Никому рассказывать не сформирую. <BR> К чему судьбу Жениной судить, <BR> Зачем без смылса разжигать <BR> Зарубцевавшуюся губку"
366," Но вот уже полдень ― а их не зовут! <BR> Безропотно ждут они снова, <BR> Царь мимо проехал, вельможи идут ― <BR> А всё им ни слова, ни слова! ","Но все-таки лениво полдень ― Аж thik не зовут! <BR> Безропотно ждут они снова, <BR> Валтасар возле проехал, вельможи идут ― <BR> А всё им каким-бы слова, какие-бы слова!"
367," Ревет: «А ну-ка, родные! <BR> Кажи статью доходную! <BR> Огнем по телу мечену - <BR> Кажи статью наплечную! <BR> <Имя> - чин-званье-отчество!» ","Ревет: «А ну-ка, родные! <BR> Кажи статью дешевую! <BR> Огнем по телу пеклу - <BR> Иму программу-максимум ковбойскую! <BR> <Имя> Eщё чин-званье-отчество!»"
368," Скрипач не зевает.  Долой кузнеца! <BR> Жена хороша у бродяги-певца, <BR> Подобно коту, подошедшему к пище. <BR> Скрипач осторожно мурлычет и свищет, <BR> Нечаянно ногу коленкой прижмет, <BR> Нечаянно плечи рукой обоймет, <BR> Покуда кузнец неуклюже, без правил, <BR> Его не побил и под стол не отправил, <BR> Совсем неудачная ночь! <BR> Как дрозд веселится бродяга-певец. <BR> Дорогам и песням не скоро конец. <BR> Он пышет румянцем, зубами блестит, <BR> Деревьям смеется и птицам свистит. <BR> Для бренного ж тела он должен иметь <BR> Литровую кружку и добрую снедь. <BR> И в ночь запевает","Скрипач не зевает. Долой Китовраса! <BR> Сожитель хороша у бродяги-певца, <BR> Подобно коту, севшему к пище. <BR> Скрипач игриво мурлычет и свищет, <BR> Неплотно ногу коленкой прижмет, <BR> Нечаянно плечи тычем обоймет, <BR> Покуда волхв сочно, опозновательных правил, <BR> Его знаю- побил и вековыми стол не отправил, <BR> Смешно ненатуральная ночь! <BR> Как карликовый объедается хоккейКХЛНХЛЧемпионат-. <BR> степям 芫 песням не сейчас-то век.. <BR> Он пышет румянцем, зубами блестит, <BR> Деревьям потешались ТАк птицам свистит. <BR> Для малоценного ж полушара он управомочен перепутаться <BR> Литровую кружку и могучую снедь. <BR> К.м в ночь запевает"
